"","X","OPE.ID","School","State","Zip.Code","School.Type","Subsidized.Recipients","Subsidized.Num.of.Loans.Originated","Subsidized.Dollars.of.Loans.Originated","Subsidized.Num.of.Disbursements","Subsidized.Dollars.of.Disbursements","Unsubsidized.Undergrad.Recipients","Unsubsidized.Undergrad.Num.of.Loans.Originated","Unsubsidized.Undergrad.Dollars.of.Loans.Originated","Unsubsidized.Undergrad.Num.of.Disbursements","Unsubsidized.Undergrad.Dollars.of.Disbursements","Unsubsidized.Graduate.Recipients","Unsubsidized.Graduate.Num.of.Loans.Originated","Unsubsidized.Graduate.Dollars.of.Loans.Originated","Unsubsidized.Graduate.Num.of.Disbursements","Unsubsidized.Graduate.Dollars.of.Disbursements","Parent.Plus.Recipients","Parent.Plus.Num.of.Loans.Originated","Parent.Plus.Dollars.of.Loans.Originated","Parent.Plus.Num.of.Disbursements","Parent.Plus.Dollars.of.Disbursements","Grad.Plus.Recipients","Grad.Plus.Num.of.Loans.Originated","Grad.Plus.Dollars.of.Loans.Originated","Grad.Plus.Num.of.Disbursements","Grad.Plus.Dollars.of.Disbursements"
"428",428,173700,"NORTHERN ILLINOIS UNIVERSITY","IL","601152854","Public",4014,4173,17601463,4177,9186479,4066,4433,16997954,4438,8917130,1118,1122,18463810,1132,9652328,458,460,5132825,466,2743461,171,171,2326893,173,1247511
"429",429,173900,"NORTHWESTERN UNIVERSITY","IL","602080001","Private-Nonprofit",919,924,3348934,924,1190164,1062,1072,4550275,1072,1587152,3082,3662,65675545,3715,29099926,113,118,3494889,118,1234846,2477,2834,97102805,2886,38282778
"430",430,174100,"OLIVET NAZARENE UNIVERSITY","IL","609142271","Private-Nonprofit",1465,1465,6260963,1465,3164768,1740,1740,6745942,1740,3374365,371,372,4231360,372,1744910,317,321,3952520,321,2019251,4,4,11683,4,6861
"431",431,174500,"QUINCY UNIVERSITY","IL","623012699","Private-Nonprofit",323,323,1365552,323,699846,416,428,1659470,428,850792,19,19,216621,19,99331,64,64,859559,64,437813,NA,NA,NA,NA,NA
"432",432,174700,"ROCK VALLEY COLLEGE","IL","611145699","Public",108,108,324746,108,162375,125,125,451144,128,224754,NA,NA,NA,NA,NA,8,8,43650,8,21824,NA,NA,NA,NA,NA
"433",433,174800,"ROCKFORD UNIVERSITY","IL","611082393","Private-Nonprofit",350,350,1541189,350,826172,329,344,1172308,344,628392,46,46,778240,46,424940,66,66,966847,66,516610,1,1,20150,1,10075
"434",434,174900,"ROOSEVELT UNIVERSITY","IL","606051394","Private-Nonprofit",739,739,3356502,780,1732361,802,825,3451518,877,1816468,765,767,17621233,811,7916543,123,128,2428909,143,1275173,191,201,4686807,223,1908268
"435",435,175000,"DOMINICAN UNIVERSITY","IL","603051066","Private-Nonprofit",694,695,3131895,695,1595451,673,688,2558453,688,1317375,223,226,3736468,226,1930229,79,83,1003431,83,514230,30,31,411962,31,258043
"436",436,175200,"SAUK VALLEY COMMUNITY COLLEGE","IL","610219112","Public",64,68,207821,68,104486,73,76,296023,76,148512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",437,175300,"SCHOOL OF THE ART INSTITUTE OF CHICAGO","IL","606033013","Private-Nonprofit",663,669,2997257,669,1533733,840,855,3017826,855,1544181,245,247,4582548,247,2352954,261,332,8792107,332,4557792,113,141,2065308,141,1085124
"438",438,175800,"SOUTHERN ILLINOIS UNIVERSITY AT CARBONDALE","IL","629010000","Public",2752,2762,12104901,2762,6288404,2877,2973,11904157,2973,6184655,1041,1072,20878430,1072,11476649,387,400,5315379,400,2839837,340,360,4795070,360,2440209
"439",439,175900,"SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE","IL","620261060","Public",2614,2689,10871766,2689,5620504,3041,3141,13282848,3141,6909680,1032,1086,21281708,1086,12671753,762,777,9619284,777,4914189,119,119,1445696,119,762082
"440",440,176500,"UNIVERSITY OF ST MARY OF THE LAKE/MUNDELEIN SEMINARY","IL","600601174","Private-Nonprofit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15470,1,7735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",441,176700,"BENEDICTINE UNIVERSITY","IL","605320900","Private-Nonprofit",665,669,2889672,681,1480360,742,775,2742294,787,1418464,169,220,3546389,239,1815221,110,113,1708884,113,891288,14,14,293148,15,151827
"442",442,176800,"SAINT XAVIER UNIVERSITY","IL","606553199","Private-Nonprofit",1417,1420,6151964,1420,3139923,1294,1294,4787815,1294,2458292,321,321,3962600,321,2075525,176,178,1960717,178,1048092,26,27,317686,27,162914
"443",443,177100,"TRINITY CHRISTIAN COLLEGE","IL","604630929","Private-Nonprofit",179,179,876956,179,455703,211,211,902180,211,469082,46,46,809426,46,317417,19,19,260656,19,133212,1,1,2500,1,2500
"444",444,177200,"TRINITY INTERNATIONAL UNIVERSITY","IL","600151283","Private-Nonprofit",173,173,753958,173,386205,197,197,797464,197,411955,427,427,7443976,441,3259604,31,31,530824,32,263152,146,148,3939330,151,1483251
"445",445,177400,"UNIVERSITY OF CHICAGO (THE)","IL","606371476","Private-Nonprofit",80,80,303506,80,109436,197,198,1007160,198,359823,1358,1368,27576095,1369,9538373,82,82,2834883,83,944568,794,832,35275758,834,11826372
"446",446,177500,"UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN","IL","618205796","Public",7734,7806,32883739,7806,16709388,7553,7854,26763958,7854,13659758,2601,2701,51990855,2701,26433233,3088,3115,57783778,3115,29556750,1295,1335,17109312,1335,8552906
"447",447,177600,"UNIVERSITY OF ILLINOIS AT CHICAGO","IL","606124305","Public",4597,4664,20835892,4664,10631636,3536,3628,13139165,3628,6694926,3879,3998,100557782,3998,49377346,705,724,13286838,724,6833551,2315,2501,55920131,2501,26195274
"448",448,177800,"VANDERCOOK COLLEGE OF MUSIC","IL","606163731","Private-Nonprofit",31,31,148624,31,74312,33,33,139815,33,72627,6,6,123000,6,41004,7,9,117000,9,58500,2,2,27800,2,13900
"449",449,178000,"WESTERN ILLINOIS UNIVERSITY","IL","614551390","Public",2272,2307,9717874,2307,5021145,2659,4261,11092355,4261,5796843,406,748,6657223,748,3425701,227,236,2567962,236,1370141,13,13,77404,13,46915
"450",450,178100,"WHEATON COLLEGE","IL","601875535","Private-Nonprofit",809,809,3674500,809,1886218,819,820,2540102,820,1302780,152,152,3011236,152,1545268,83,83,1762748,83,910643,12,12,178063,12,94941
"451",451,178300,"WORSHAM COLLEGE OF MORTUARY SCIENCE","IL","600902646","Proprietary",11,11,38500,11,18084,11,11,65613,11,30807,NA,NA,NA,NA,NA,1,1,6742,1,3371,NA,NA,NA,NA,NA
"452",452,178400,"ANCILLA DOMINI COLLEGE","IN","465130001","Private-Nonprofit",161,163,554632,183,295988,182,183,726811,209,390244,NA,NA,NA,NA,NA,32,32,511300,35,259774,NA,NA,NA,NA,NA
"453",453,178500,"ANDERSON UNIVERSITY","IN","460123495","Private-Nonprofit",563,564,2380059,565,1291250,613,641,2077603,643,1154808,30,30,224640,30,212390,173,175,2661149,182,1386760,2,2,23628,2,12213
"454",454,178600,"BALL STATE UNIVERSITY","IN","473060880","Public",4768,4791,19120362,4791,9963360,5466,5573,21002696,5573,11096469,2288,2302,30570878,2302,18797910,906,928,12139805,928,6275175,189,192,3276713,192,1859858
"455",455,178700,"BETHEL UNIVERSITY","IN","465455591","Private-Nonprofit",504,505,2197176,508,1063058,562,563,2296824,575,1087964,52,53,876593,53,315958,74,76,980072,80,512754,NA,NA,NA,NA,NA
"456",456,178800,"BUTLER UNIVERSITY","IN","462083487","Private-Nonprofit",1062,1062,4891033,1090,2418123,1364,1364,5159580,1386,2561818,398,398,7274999,402,3636361,359,364,9639117,383,4881992,158,158,4625697,168,2350779
"457",457,178900,"CHRISTIAN THEOLOGICAL SEMINARY","IN","462083301","Private-Nonprofit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,331320,33,197735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",458,179200,"DEPAUW UNIVERSITY","IN","461350037","Private-Nonprofit",454,455,2023031,455,1017780,563,573,1954770,573,988857,NA,NA,NA,NA,NA,127,130,2320419,130,1313312,NA,NA,NA,NA,NA
"459",459,179300,"EARLHAM COLLEGE","IN","473744095","Private-Nonprofit",286,286,1298863,286,657308,285,285,859849,286,443976,8,8,121076,8,65576,54,54,737004,55,396313,1,1,18856,1,9428
"460",460,179500,"UNIVERSITY OF EVANSVILLE","IN","477220002","Private-Nonprofit",576,578,2463377,578,1255071,722,760,2848754,760,1453081,186,188,3611850,188,1833748,182,189,2991179,189,1570792,100,104,1628879,104,864288
"461",461,179800,"FRANKLIN COLLEGE OF INDIANA","IN","461312623","Private-Nonprofit",459,459,1960418,459,991174,571,579,2007754,579,1007722,33,33,636029,38,334424,103,106,1769500,106,894769,25,25,553321,27,319537
"462",462,179900,"GOSHEN COLLEGE","IN","465264794","Private-Nonprofit",394,394,1714253,394,859751,402,412,1363093,412,688789,39,39,570764,39,228317,46,47,630214,47,341122,NA,NA,NA,NA,NA
"463",463,180000,"GRACE COLLEGE AND THEOLOGICAL SEMINARY","IN","465901224","Private-Nonprofit",607,607,2540239,607,1305628,690,735,2468611,735,1250436,73,73,1289173,73,499951,144,144,2218161,144,1160812,2,2,26426,2,6320
"464",464,180100,"HANOVER COLLEGE","IN","472430108","Private-Nonprofit",327,327,1404836,327,701325,448,477,1628973,477,826994,NA,NA,NA,NA,NA,178,179,2677049,179,1406749,NA,NA,NA,NA,NA
"465",465,180300,"HUNTINGTON UNIVERSITY","IN","467501299","Private-Nonprofit",482,484,2078972,486,1025421,541,559,2026309,563,991529,112,112,1901114,112,959973,92,97,1389053,97,701533,52,52,678780,52,362431
"466",466,180400,"UNIVERSITY OF INDIANAPOLIS","IN","462273697","Private-Nonprofit",1902,1955,8047983,1955,4218708,2042,2202,7072528,2203,3748375,717,779,11194443,779,6673119,409,423,6498791,424,3510798,160,163,2461954,163,1518411
"467",467,180500,"INDIANA INSTITUTE OF TECHNOLOGY","IN","468031297","Private-Nonprofit",2188,2190,8647199,3642,2896604,2349,2427,12626990,3912,3877147,248,249,3927521,400,1077596,151,151,2048436,159,1038651,12,12,206092,20,76171
"468",468,180700,"INDIANA STATE UNIVERSITY","IN","478092501","Public",3294,3294,13204302,3294,6792891,3790,3790,16566565,3790,8512544,716,716,11328455,716,5781012,535,554,6732859,554,3499059,51,53,454126,53,239670
"469",469,180800,"UNIVERSITY OF SOUTHERN INDIANA","IN","477123596","Public",1584,1584,6397994,1584,3270653,1936,1936,8256336,1936,4223217,469,469,6927761,469,3560338,254,256,2715839,256,1407905,6,6,96424,6,51537
"470",470,180900,"INDIANA UNIVERSITY - BLOOMINGTON","IN","474057000","Public",5036,5308,20887993,5308,10674477,6768,6912,28107423,6912,14237823,2086,2403,40716858,2403,19804791,1383,1462,32682646,1462,16466503,458,485,8227185,485,4002139
"471",471,181100,"INDIANA UNIVERSITY - EAST","IN","473741289","Public",779,790,3084182,790,1602229,839,857,4646804,857,2410932,38,41,523013,41,265492,32,34,237384,34,122244,NA,NA,NA,NA,NA
"472",472,181300,"INDIANA UNIVERSITY - PURDUE UNIVERSITY INDIANAPOLIS","IN","462022896","Public",4577,4659,18159936,4659,9529057,5322,5489,24497720,5489,12834378,3625,4913,87625043,4913,44062854,468,498,5680814,498,2884497,1293,1460,32741796,1460,16467164
"473",473,181400,"INDIANA UNIVERSITY - KOKOMO","IN","469023557","Public",450,457,1555677,457,804625,762,777,4111338,777,2097018,54,55,827843,55,417142,33,41,251873,41,126319,NA,NA,NA,NA,NA
"474",474,181500,"INDIANA UNIVERSITY - NORTHWEST","IN","464081197","Public",703,712,2698799,712,1379312,853,871,4517997,871,2283520,179,183,2726514,183,1365598,33,33,228540,33,114271,NA,NA,NA,NA,NA
"475",475,181600,"INDIANA UNIVERSITY - SOUTH BEND","IN","466347111","Public",892,926,3313312,926,1707357,1092,1118,5350838,1118,2737334,228,241,2965491,241,1496241,56,62,453965,62,237583,1,1,5000,1,5000
"476",476,181700,"INDIANA UNIVERSITY SOUTHEAST","IN","471506405","Public",623,665,2243471,665,1145905,892,936,4732978,936,2407260,95,100,1165460,100,585631,55,61,338354,61,171967,NA,NA,NA,NA,NA
"477",477,182000,"MANCHESTER UNIVERSITY","IN","469621276","Private-Nonprofit",570,571,2331763,572,1166101,635,669,2254480,669,1130937,277,277,8486483,291,4312983,144,147,1771872,147,905633,187,187,3372467,189,1687940
"478",478,182100,"MARIAN UNIVERSITY","IN","462221997","Private-Nonprofit",814,818,3490384,819,1852234,976,1017,3803528,1018,2051477,545,545,21288239,548,10672918,138,145,2143956,145,1170638,413,444,12555027,447,6449346
"479",479,182200,"INDIANA WESLEYAN UNIVERSITY","IN","469534974","Private-Nonprofit",2164,2165,8827055,2168,3742291,2415,2467,10908648,2472,4376636,1097,1097,18004183,1110,8160118,277,278,4177833,280,2166701,44,44,467448,44,237418
"480",480,182300,"ANABAPTIST MENNONITE BIBLICAL SEMINARY","IN","465171999","Private-Nonprofit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1000,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",481,182400,"OAKLAND CITY UNIVERSITY","IN","476601099","Private-Nonprofit",139,139,549265,141,289948,170,175,716865,176,369547,38,38,458132,38,247997,12,12,122747,12,66583,3,3,49542,3,21837
"482",482,182500,"PURDUE UNIVERSITY","IN","479072040","Public",4457,4457,18278508,4457,9476022,7052,7089,30085239,7089,15651854,1123,1123,22129030,1123,11906873,1376,1433,27511130,1433,14242091,225,230,2821217,230,1565543
"483",483,182700,"PURDUE UNIVERSITY NORTHWEST","IN","463232094","Public",1645,1703,6770716,1704,3405634,1889,1991,9500835,1993,4771660,212,220,2877180,220,1459225,215,218,2241819,219,1131836,2,3,16759,3,8380
"484",484,182800,"PURDUE UNIVERSITY FORT WAYNE","IN","468051499","Public",1532,1546,5864926,1546,2987414,1722,1759,7379875,1759,3751909,128,131,1786529,131,902055,93,96,1054763,96,542654,NA,NA,NA,NA,NA
"485",485,183000,"ROSE-HULMAN INSTITUTE OF TECHNOLOGY","IN","478033999","Private-Nonprofit",666,666,2927292,667,987733,743,750,2398088,751,800629,1,1,20500,1,6833,173,176,5083185,183,1689462,NA,NA,NA,NA,NA
"486",486,183200,"UNIVERSITY OF SAINT FRANCIS","IN","468083994","Private-Nonprofit",867,867,3578984,867,1805773,1081,1129,4863299,1129,2421926,295,295,5332767,295,1784725,136,137,1595683,137,992122,49,49,672617,49,513748
"487",487,183400,"CALUMET COLLEGE OF SAINT JOSEPH","IN","463942195","Private-Nonprofit",184,184,371648,184,371648,187,187,363018,190,363018,35,35,291408,35,291408,10,10,48515,10,48515,NA,NA,NA,NA,NA
"488",488,183500,"SAINT MARY OF THE WOODS COLLEGE","IN","478760067","Private-Nonprofit",388,407,1486853,407,790534,343,378,1329171,378,728840,138,153,1576174,153,888395,67,70,730137,70,368560,2,2,12463,2,6232
"489",489,183600,"ST MARYS COLLEGE","IN","465565007","Private-Nonprofit",659,661,2885947,662,1467735,722,752,2250398,752,1141453,81,81,1578231,81,597765,134,134,2898627,134,1489955,21,25,563811,25,203119
"490",490,183800,"TAYLOR UNIVERSITY","IN","469891001","Private-Nonprofit",529,529,2207024,529,1163618,587,593,2092942,593,1104628,12,12,122444,12,76269,207,211,3668577,211,1878290,NA,NA,NA,NA,NA
"491",491,183900,"TRINE UNIVERSITY","IN","467031764","Private-Nonprofit",1371,1373,5823216,1373,2962623,1547,1641,5156097,1641,2615278,194,194,3274423,194,1354276,354,360,5667901,360,2915576,99,104,2597703,104,1024221
"492",492,184000,"UNIVERSITY OF NOTRE DAME","IN","465565602","Private-Nonprofit",1520,1520,6056682,1534,3034413,1704,1712,7699787,1758,3855775,584,584,11683166,586,5846661,318,325,9363925,328,4793433,318,333,10251948,337,5183653
"493",493,184200,"VALPARAISO UNIVERSITY","IN","463836493","Private-Nonprofit",1060,1075,4566667,1078,2378130,1311,1339,5015796,1344,2592537,140,141,2290149,143,1368795,212,216,3641273,218,1882241,16,17,138788,20,101656
"494",494,184300,"VINCENNES UNIVERSITY","IN","475911523","Public",1223,1279,4408394,1279,2209146,1448,1611,6597965,1611,3304934,NA,NA,NA,NA,NA,264,278,3243494,279,1632433,NA,NA,NA,NA,NA
"495",495,184400,"WABASH COLLEGE","IN","479330352","Private-Nonprofit",457,457,2040086,457,1029869,534,546,1744147,546,874427,NA,NA,NA,NA,NA,76,77,1142039,77,604087,NA,NA,NA,NA,NA
"496",496,184600,"BRIAR CLIFF UNIVERSITY","IA","511042324","Private-Nonprofit",242,242,1043961,242,523068,308,311,1348059,311,672401,173,173,3330671,173,1660919,43,43,651353,43,331040,52,52,782510,52,410039
"497",497,184700,"BUENA VISTA UNIVERSITY","IA","505889987","Private-Nonprofit",836,837,3632167,842,1686119,867,880,4002112,891,1860418,197,199,2633359,201,1041060,78,79,1056842,80,527105,NA,NA,NA,NA,NA
"498",498,184800,"SOUTHEASTERN COMMUNITY COLLEGE","IA","526550605","Public",314,318,1081509,318,543302,326,399,1510833,399,753459,NA,NA,NA,NA,NA,9,9,57479,9,28739,NA,NA,NA,NA,NA
"499",499,185000,"CENTRAL COLLEGE","IA","502191999","Private-Nonprofit",502,502,2183031,502,1099587,677,681,2532984,681,1275148,NA,NA,NA,NA,NA,112,112,1566408,112,773254,NA,NA,NA,NA,NA
"500",500,185200,"CLARKE UNIVERSITY","IA","520013198","Private-Nonprofit",301,301,1382511,301,698009,353,365,1234976,365,619491,116,116,2304314,116,1141497,77,77,1378258,77,720286,41,41,658506,41,379406
"501",501,185400,"COE COLLEGE","IA","524025092","Private-Nonprofit",736,739,3183554,739,1616431,827,851,2664752,851,1352276,NA,NA,NA,NA,NA,125,132,1504555,132,930460,NA,NA,NA,NA,NA
"502",502,185500,"DES MOINES UNIVERSITY - OSTEOPATHIC MEDICAL CENTER","IA","503124198","Private-Nonprofit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1177,1195,38776261,1195,19580245,NA,NA,NA,NA,NA,901,945,25621279,945,12791607
"503",503,185600,"CORNELL COLLEGE","IA","523141098","Private-Nonprofit",443,452,1970768,452,998134,546,571,1931667,571,974622,NA,NA,NA,NA,NA,76,77,1307332,77,670104,NA,NA,NA,NA,NA
"504",504,185700,"SOUTHWESTERN COMMUNITY COLLEGE","IA","508011098","Public",246,246,839022,247,420388,249,255,1142294,255,559983,NA,NA,NA,NA,NA,17,17,145836,17,72919,NA,NA,NA,NA,NA
"505",505,185900,"DORDT UNIVERSITY","IA","512501697","Private-Nonprofit",398,398,1624945,398,831728,493,493,1887153,493,958803,9,9,41625,9,41625,120,120,1073773,120,550211,NA,NA,NA,NA,NA
"506",506,186000,"DRAKE UNIVERSITY","IA","503114505","Private-Nonprofit",845,860,3609674,860,1837229,1093,1123,4223119,1123,2164879,621,651,9344466,651,5004850,266,268,5165700,269,2638604,258,271,7504197,271,3918212
"507",507,186200,"ELLSWORTH COMMUNITY COLLEGE","IA","501262302","Public",122,122,413161,122,206929,151,159,575754,159,285778,NA,NA,NA,NA,NA,23,23,132155,23,66078,NA,NA,NA,NA,NA
"508",508,186400,"IOWA LAKES COMMUNITY COLLEGE","IA","513342234","Public",243,243,828050,243,394181,285,286,1200168,286,571715,NA,NA,NA,NA,NA,8,8,62127,8,31066,NA,NA,NA,NA,NA
"509",509,186500,"IOWA CENTRAL COMMUNITY COLLEGE","IA","505015798","Public",1060,1062,3538618,1076,1747950,1249,1302,5383825,1321,2651167,NA,NA,NA,NA,NA,61,61,449321,61,223035,NA,NA,NA,NA,NA
"510",510,186600,"GRACELAND UNIVERSITY","IA","501401699","Private-Nonprofit",556,557,2422941,623,1325012,605,659,2446157,731,1358944,393,393,5455164,401,2671080,128,156,1464964,162,785318,9,9,50212,9,33298
"511",511,186700,"GRAND VIEW UNIVERSITY","IA","503161599","Private-Nonprofit",801,824,3488430,824,1767227,861,894,3566427,894,1824290,64,65,1053754,65,410809,122,126,1624289,126,852546,NA,NA,NA,NA,NA
"512",512,186800,"GRINNELL COLLEGE","IA","501121690","Private-Nonprofit",317,320,1173887,320,298807,337,339,1176967,339,297999,NA,NA,NA,NA,NA,27,27,623925,27,165793,NA,NA,NA,NA,NA
"513",513,186900,"IOWA STATE UNIVERSITY OF SCIENCE & TECHNOLOGY","IA","500112103","Public",6923,6932,28299875,6979,14965056,9152,9269,38629786,9358,20248006,921,923,19510784,948,11434673,1780,1826,26166511,1862,14345243,172,177,2759736,183,1547521
"514",514,187100,"IOWA WESLEYAN UNIVERSITY","IA","526411398","Private-Nonprofit",196,196,817400,196,410006,218,218,683214,218,343209,6,6,55123,6,30997,36,36,444708,36,237216,NA,NA,NA,NA,NA
"515",515,187300,"LORAS COLLEGE","IA","520040178","Private-Nonprofit",570,574,2401262,574,1211553,709,730,2774597,730,1404378,48,48,729548,48,367333,86,89,1138958,89,575852,1,1,3070,1,3070
"516",516,187400,"LUTHER COLLEGE","IA","521011045","Private-Nonprofit",793,793,3495146,793,1831893,1014,1036,3436824,1036,1788998,NA,NA,NA,NA,NA,111,112,1607638,112,852996,NA,NA,NA,NA,NA
"517",517,187500,"MARSHALLTOWN COMMUNITY COLLEGE","IA","501584760","Public",67,69,234138,69,117511,64,70,305478,70,152460,NA,NA,NA,NA,NA,1,1,10000,1,5000,NA,NA,NA,NA,NA
"518",518,187700,"NORTH IOWA AREA COMMUNITY COLLEGE","IA","504017299","Public",175,175,608928,175,303562,149,149,631815,149,313973,NA,NA,NA,NA,NA,5,5,33792,5,16897,NA,NA,NA,NA,NA
"519",519,187900,"MORNINGSIDE COLLEGE","IA","511061751","Private-Nonprofit",553,553,2402691,555,1229939,647,953,2520972,960,1323364,149,250,807317,250,807317,63,73,878110,78,453817,1,1,15760,1,7880
"520",520,188000,"MOUNT MERCY UNIVERSITY","IA","524024797","Private-Nonprofit",611,616,2631052,616,1345814,719,754,2652997,754,1521568,134,136,1118794,136,1048683,103,103,1430285,103,743532,4,4,24367,4,24367
"521",521,188100,"ASHFORD UNIVERSITY","CA","921231406","Proprietary",3401,3414,12778903,3489,6556354,3454,3479,19416171,3562,9938887,796,805,13639622,854,7003138,17,17,249883,17,124957,87,87,1486787,100,797493
"522",522,188300,"NORTHWESTERN COLLEGE","IA","510411996","Private-Nonprofit",495,495,2120593,497,1087125,591,591,2116554,592,1084526,129,129,1103187,129,498595,70,70,947768,72,495689,19,19,784567,19,232144
"523",523,188700,"SIMPSON COLLEGE","IA","501251297","Private-Nonprofit",621,621,2760021,621,1413014,701,703,2441843,703,1279023,14,14,202730,14,106490,81,81,1120051,81,595605,NA,NA,NA,NA,NA
"524",524,188900,"ST AMBROSE UNIVERSITY - MAIN CAMPUS","IA","528032898","Private-Nonprofit",1002,1003,4413575,1003,2258451,1321,1321,5269000,1321,2666136,404,404,6809981,404,4183507,201,204,3296674,204,1725441,175,175,3403205,175,1923161
"525",525,189000,"UNIVERSITY OF NORTHERN IOWA","IA","506140002","Public",2422,2494,10116479,2503,5205431,2961,3192,12485398,3200,6418458,349,372,4680826,374,2502349,473,480,5014917,487,2643254,30,32,198843,32,104107
"526",526,189100,"UNIVERSITY OF DUBUQUE","IA","520015099","Private-Nonprofit",926,929,3673791,929,1974400,1040,1194,4007166,1194,2143202,130,130,1515111,130,1036743,110,111,1858451,111,994127,41,41,460507,41,355747
"527",527,189200,"UNIVERSITY OF IOWA","IA","522421316","Public",5090,5091,11257373,5091,11257373,7328,7396,16149737,7396,16149737,2366,3699,29913984,3699,29913984,1658,1670,18612605,1670,18612605,1298,1329,13058950,1329,13058950
"528",528,189300,"UPPER IOWA UNIVERSITY","IA","521429206","Private-Nonprofit",1292,1292,4615500,1322,1781392,1322,1338,5927019,1365,2238579,263,264,3497557,264,1278968,51,52,622381,52,312911,1,1,16201,1,4051
"529",529,189500,"WALDORF UNIVERSITY","IA","504361700","Proprietary",417,424,1633090,461,735721,438,454,1919282,485,779428,65,68,832618,77,271364,40,40,408716,40,202493,NA,NA,NA,NA,NA
"530",530,189600,"WARTBURG COLLEGE","IA","506772200","Private-Nonprofit",733,733,3210428,733,1616786,925,951,3349681,951,1684447,NA,NA,NA,NA,NA,118,120,1793704,120,936603,NA,NA,NA,NA,NA
"531",531,189700,"WARTBURG THEOLOGICAL SEMINARY","IA","520037769","Private-Nonprofit",NA,NA,NA,NA,NA,1,1,3450,1,1725,42,42,271544,42,137192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532",532,190000,"WILLIAM PENN UNIVERSITY","IA","525771799","Private-Nonprofit",506,508,2101036,508,1050755,557,613,2321265,613,1161553,10,11,90094,11,45047,165,168,1705772,168,852791,NA,NA,NA,NA,NA
"533",533,190100,"ALLEN COUNTY COMMUNITY COLLEGE","KS","667491607","Public",195,195,643657,195,321848,162,162,455945,162,228158,NA,NA,NA,NA,NA,1,1,5000,1,2500,NA,NA,NA,NA,NA
