OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
291200,BREVARD COLLEGE,NC,287123306,Private-Nonprofit,436,436,"$1,877,108.00 ",436,"$931,553.00 ",497,538,"$1,661,697.00 ",538,"$832,113.00 ",-,-, -,-, -,137,137,"$1,952,612.00 ",137,"$991,676.00 ",-,-, -,-, -
291300,CAMPBELL UNIVERSITY,NC,275060036,Private-Nonprofit,"1,271","1,279","$5,530,497.00 ","1,280","$2,636,834.00 ","1,324","1,401","$5,336,481.00 ","1,402","$2,438,366.00 ","1,309","1,316","$34,247,516.00 ","1,317","$17,383,214.00 ",553,557,"$10,650,491.00 ",562,"$5,641,906.00 ","1,017","1,066","$26,651,387.00 ","1,066","$13,355,989.00 "
291400,CATAWBA COLLEGE,NC,281442488,Private-Nonprofit,498,498,"$2,082,252.00 ",498,"$1,042,257.00 ",564,564,"$2,106,896.00 ",564,"$1,059,172.00 ",5,5,"$75,244.00 ",5,"$37,622.00 ",133,133,"$1,904,204.00 ",133,"$972,953.00 ",-,-, -,-, -
291600,CHOWAN UNIVERSITY,NC,278551850,Private-Nonprofit,796,798,"$3,362,692.00 ",798,"$1,678,809.00 ",839,"1,249","$3,307,065.00 ","1,249","$1,650,895.00 ",-,-, -,-, -,254,264,"$2,678,152.00 ",264,"$1,332,374.00 ",-,-, -,-, -
291800,DAVIDSON COLLEGE,NC,280350000,Private-Nonprofit,84,84,"$314,763.00 ",84,"$157,391.00 ",153,156,"$739,804.00 ",156,"$391,519.00 ",-,-, -,-, -,58,58,"$1,422,713.00 ",58,"$767,441.00 ",-,-, -,-, -
291900,DAVIDSON COUNTY COMMUNITY COLLEGE,NC,273600000,Public,220,220,"$803,865.00 ",220,"$401,934.00 ",244,244,"$1,444,398.00 ",244,"$722,204.00 ",-,-, -,-, -,3,3,"$28,165.00 ",3,"$13,124.00 ",-,-, -,-, -
292000,DUKE UNIVERSITY,NC,277080397,Private-Nonprofit,671,708,"$2,802,954.00 ",709,"$1,413,444.00 ",658,731,"$2,702,113.00 ",733,"$1,391,671.00 ","2,392","2,478","$48,860,497.00 ","2,499","$23,103,503.00 ",99,108,"$2,999,839.00 ",108,"$1,612,679.00 ","1,821","2,230","$48,021,085.00 ","2,252","$26,262,453.00 "
292300,EAST CAROLINA UNIVERSITY,NC,278581818,Public,"7,671","7,772","$32,977,555.00 ","7,772","$16,564,200.00 ","8,469","8,786","$33,310,611.00 ","8,786","$16,735,506.00 ","2,227","2,350","$43,327,675.00 ","2,350","$21,153,421.00 ","1,378","1,418","$20,323,504.00 ","1,419","$10,423,567.00 ",139,152,"$1,510,878.00 ",152,"$775,869.00 "
292600,ELIZABETH CITY STATE UNIVERSITY,NC,279097806,Public,784,795,"$3,312,998.00 ",795,"$1,660,177.00 ",808,852,"$2,838,677.00 ",852,"$1,422,934.00 ",49,49,"$717,369.00 ",49,"$358,699.00 ",52,56,"$515,622.00 ",56,"$259,554.00 ",-,-, -,-, -
292700,ELON UNIVERSITY,NC,272442010,Private-Nonprofit,"1,019","1,021","$4,502,840.00 ","1,021","$2,283,475.00 ","1,329","1,350","$4,951,775.00 ","1,350","$2,510,243.00 ",400,545,"$7,081,108.00 ",545,"$4,600,815.00 ",581,597,"$16,937,534.00 ",597,"$8,729,906.00 ",237,301,"$7,572,351.00 ",301,"$2,925,884.00 "
292800,FAYETTEVILLE STATE UNIVERSITY,NC,283014298,Public,"2,135","2,188","$8,995,928.00 ","2,256","$4,524,359.00 ","2,069","2,171","$8,568,674.00 ","2,248","$4,312,311.00 ",392,405,"$5,578,863.00 ",442,"$2,810,324.00 ",49,52,"$358,221.00 ",53,"$178,892.00 ",6,6,"$92,835.00 ",7,"$47,003.00 "
292900,GARDNER-WEBB UNIVERSITY,NC,280170000,Private-Nonprofit,942,942,"$4,262,874.00 ",943,"$1,896,658.00 ","1,045","1,118","$4,823,381.00 ","1,118","$2,109,899.00 ",798,800,"$13,032,008.00 ",800,"$4,825,696.00 ",196,196,"$3,036,756.00 ",196,"$1,531,987.00 ",79,79,"$2,047,990.00 ",79,"$778,504.00 "
293000,GREENSBORO COLLEGE,NC,274011875,Private-Nonprofit,393,393,"$1,644,926.00 ",393,"$822,335.00 ",438,440,"$1,777,334.00 ",442,"$889,746.00 ",7,7,"$88,350.00 ",7,"$44,175.00 ",111,111,"$1,356,144.00 ",111,"$683,208.00 ",-,-, -,-, -
293100,GUILFORD COLLEGE,NC,274104171,Private-Nonprofit,401,401,"$1,699,660.00 ",401,"$855,788.00 ",404,407,"$1,370,799.00 ",408,"$692,446.00 ",2,2,"$37,800.00 ",2,"$18,900.00 ",122,126,"$1,978,736.00 ",129,"$1,002,354.00 ",-,-, -,-, -
293300,HIGH POINT UNIVERSITY,NC,272682726,Private-Nonprofit,"1,036","1,036","$4,663,380.00 ","1,036","$2,332,828.00 ","1,412","1,412","$5,147,107.00 ","1,412","$2,579,405.00 ",535,535,"$9,466,132.00 ",535,"$5,314,644.00 ",588,596,"$19,479,352.00 ",596,"$10,243,351.00 ",251,253,"$6,068,692.00 ",253,"$3,952,524.00 "
293900,LEES-MCRAE COLLEGE,NC,286040000,Private-Nonprofit,488,488,"$2,113,870.00 ",488,"$1,089,836.00 ",437,437,"$1,547,123.00 ",437,"$791,055.00 ",-,-, -,-, -,177,179,"$2,121,441.00 ",179,"$1,074,420.00 ",-,-, -,-, -
294100,LENOIR-RHYNE UNIVERSITY,NC,286013984,Private-Nonprofit,806,806,"$3,545,106.00 ",806,"$1,780,423.00 ",869,909,"$2,948,021.00 ",909,"$1,481,151.00 ",299,299,"$4,975,379.00 ",299,"$2,777,380.00 ",298,298,"$3,817,627.00 ",298,"$1,946,350.00 ",56,56,"$747,946.00 ",56,"$403,144.00 "
294400,MARS HILL UNIVERSITY,NC,287540000,Private-Nonprofit,568,568,"$2,417,538.00 ",568,"$1,200,942.00 ",572,596,"$1,945,280.00 ",596,"$975,491.00 ",4,4,"$81,208.00 ",4,"$40,604.00 ",61,61,"$748,859.00 ",65,"$387,194.00 ",-,-, -,-, -
294500,MEREDITH COLLEGE,NC,276075298,Private-Nonprofit,652,654,"$2,942,065.00 ",654,"$1,485,052.00 ",722,764,"$2,570,550.00 ",764,"$1,296,905.00 ",110,113,"$1,676,068.00 ",113,"$927,312.00 ",189,190,"$3,214,870.00 ",190,"$1,725,349.00 ",9,9,"$76,408.00 ",9,"$39,108.00 "
294600,METHODIST UNIVERSITY,NC,283111420,Private-Nonprofit,613,613,"$2,499,017.00 ",613,"$1,310,558.00 ",662,726,"$2,282,263.00 ",726,"$1,211,415.00 ",271,271,"$5,415,917.00 ",271,"$2,237,122.00 ",189,193,"$2,887,775.00 ",193,"$1,515,533.00 ",244,245,"$9,038,523.00 ",245,"$3,036,333.00 "
294800,MONTREAT COLLEGE,NC,287571267,Private-Nonprofit,297,297,"$1,257,015.00 ",297,"$631,258.00 ",338,354,"$1,121,764.00 ",354,"$565,170.00 ",42,42,"$759,492.00 ",42,"$136,035.00 ",90,91,"$1,461,058.00 ",91,"$730,784.00 ",-,-, -,-, -
294900,UNIVERSITY OF MOUNT OLIVE,NC,283651299,Private-Nonprofit,992,"1,007","$4,293,767.00 ","1,007","$1,848,111.00 ","1,159","1,251","$6,251,795.00 ","1,251","$2,700,652.00 ",123,124,"$2,160,516.00 ",124,"$833,559.00 ",94,98,"$1,012,116.00 ",98,"$522,952.00 ",1,1,"$9,533.00 ",1,"$3,177.00 "
295000,NORTH CAROLINA CENTRAL UNIVERSITY,NC,277073198,Public,"3,225","3,284","$13,541,604.00 ","3,284","$6,776,033.00 ","3,178","3,766","$13,100,876.00 ","3,767","$6,551,190.00 ","1,370","1,389","$25,477,846.00 ","1,389","$12,740,812.00 ","1,166","1,173","$16,693,655.00 ","1,173","$8,357,207.00 ",880,894,"$15,057,345.00 ",894,"$7,507,445.00 "
295100,NORTH CAROLINA WESLEYAN COLLEGE,NC,278048699,Private-Nonprofit,663,671,"$2,880,420.00 ",672,"$1,375,959.00 ",714,868,"$3,062,266.00 ",871,"$1,424,438.00 ",32,32,"$624,612.00 ",32,"$214,657.00 ",245,255,"$2,268,477.00 ",255,"$1,117,753.00 ",1,1,"$9,431.00 ",1,"$3,143.00 "
295300,WILLIAM PEACE UNIVERSITY,NC,276041194,Private-Nonprofit,304,304,"$1,339,187.00 ",304,"$660,513.00 ",318,330,"$1,152,842.00 ",330,"$559,980.00 ",-,-, -,-, -,148,149,"$2,516,083.00 ",149,"$1,301,049.00 ",-,-, -,-, -
295400,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,NC,283721510,Public,"2,817","2,826","$12,194,560.00 ","2,826","$6,104,398.00 ","3,027","3,124","$12,656,959.00 ","3,124","$6,348,451.00 ",613,633,"$9,881,339.00 ",633,"$4,548,373.00 ",265,273,"$2,178,329.00 ",273,"$1,143,753.00 ",10,12,"$103,836.00 ",12,"$50,252.00 "
295500,PFEIFFER UNIVERSITY,NC,281090000,Private-Nonprofit,528,528,"$2,350,953.00 ",528,"$1,167,133.00 ",551,603,"$1,914,744.00 ",604,"$942,352.00 ",211,212,"$2,687,010.00 ",212,"$1,386,748.00 ",117,118,"$1,555,196.00 ",118,"$765,792.00 ",24,24,"$474,536.00 ",24,"$246,332.00 "
295600,CAROLINA UNIVERSITY,NC,271015025,Private-Nonprofit,222,223,"$915,295.00 ",237,"$461,641.00 ",204,216,"$768,296.00 ",235,"$374,895.00 ",94,94,"$1,255,078.00 ",101,"$515,341.00 ",19,20,"$232,389.00 ",21,"$109,348.00 ",8,8,"$188,577.00 ",9,"$78,646.00 "
295700,QUEENS UNIVERSITY OF CHARLOTTE,NC,282740001,Private-Nonprofit,641,642,"$2,880,062.00 ",642,"$1,490,154.00 ",728,761,"$3,138,732.00 ",761,"$1,631,899.00 ",263,263,"$4,711,320.00 ",263,"$1,377,430.00 ",134,134,"$2,537,807.00 ",134,"$1,351,566.00 ",15,15,"$281,984.00 ",15,"$85,405.00 "
296000,SALEM COLLEGE,NC,271015376,Private-Nonprofit,182,182,"$759,505.00 ",182,"$381,431.00 ",180,189,"$729,002.00 ",189,"$352,688.00 ",83,83,"$1,083,240.00 ",83,"$553,890.00 ",15,15,"$158,726.00 ",15,"$79,367.00 ",-,-, -,-, -
296200,SHAW UNIVERSITY,NC,276012393,Private-Nonprofit,440,442,"$1,931,372.00 ",442,"$965,683.00 ",410,432,"$1,373,328.00 ",432,"$686,666.00 ",72,72,"$1,336,356.00 ",72,"$667,177.00 ",51,52,"$599,223.00 ",52,"$299,611.00 ",-,-, -,-, -
296800,SAINT AUGUSTINE'S UNIVERSITY,NC,276102298,Private-Nonprofit,148,148,"$639,370.00 ",150,"$322,435.00 ",151,161,"$497,321.00 ",163,"$249,411.00 ",-,-, -,-, -,112,112,"$1,258,765.00 ",114,"$625,495.00 ",-,-, -,-, -
297200,NORTH CAROLINA STATE UNIVERSITY,NC,276957001,Public,"5,888","5,930","$24,513,931.00 ","5,931","$12,588,271.00 ","7,197","7,410","$30,205,480.00 ","7,411","$15,404,138.00 ","1,823","1,856","$33,992,996.00 ","1,857","$17,440,961.00 ",910,920,"$13,588,604.00 ",927,"$7,032,745.00 ",192,193,"$3,120,812.00 ",197,"$1,658,639.00 "
297400,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-,NC,275999100,Public,"2,155","2,286","$7,515,395.00 ","2,286","$3,900,248.00 ","1,512","1,547","$8,450,388.00 ","1,547","$4,258,192.00 ","3,305","3,422","$81,424,055.00 ","3,615","$41,322,249.00 ",432,443,"$5,843,818.00 ",443,"$2,972,638.00 ","1,765","1,834","$42,099,158.00 ","1,972","$22,138,499.00 "
297500,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE,NC,282230001,Public,"7,871","8,624","$34,618,594.00 ","8,624","$17,649,332.00 ","8,377","9,058","$34,414,663.00 ","9,058","$17,576,017.00 ","1,668","1,906","$26,893,340.00 ","1,906","$13,482,681.00 ","1,126","1,152","$16,814,393.00 ","1,152","$8,654,437.00 ",123,139,"$1,645,719.00 ",139,"$858,034.00 "
297600,UNIVERSITY OF NORTH CAROLINA -GREENSBORO,NC,274120001,Public,"6,629","6,745","$27,650,354.00 ","6,745","$14,031,850.00 ","6,755","7,185","$25,898,491.00 ","7,185","$13,149,755.00 ","1,186","1,238","$16,707,980.00 ","1,238","$8,438,116.00 ",873,932,"$9,553,207.00 ",932,"$4,997,752.00 ",63,68,"$628,193.00 ",68,"$319,659.00 "
297800,WAKE FOREST UNIVERSITY,NC,271097246,Private-Nonprofit,646,646,"$2,649,903.00 ",646,"$1,331,100.00 ",769,769,"$2,951,446.00 ",769,"$1,502,396.00 ","1,288","1,301","$29,818,562.00 ","1,358","$14,668,970.00 ",150,151,"$5,027,333.00 ",151,"$2,705,890.00 ",789,820,"$18,805,420.00 ",864,"$8,777,301.00 "
297900,WARREN WILSON COLLEGE,NC,287782099,Private-Nonprofit,319,319,"$1,341,144.00 ",319,"$670,574.00 ",361,386,"$1,252,822.00 ",386,"$629,376.00 ",18,18,"$310,583.00 ",18,"$169,583.00 ",62,62,"$901,939.00 ",62,"$476,013.00 ",1,1,"$5,000.00 ",1,"$2,500.00 "
298100,WESTERN CAROLINA UNIVERSITY,NC,287239731,Public,"3,658","3,658","$15,745,954.00 ","3,658","$7,947,861.00 ","4,337","4,448","$16,792,619.00 ","4,448","$8,463,596.00 ",684,684,"$10,724,028.00 ",684,"$5,366,716.00 ",712,733,"$7,094,898.00 ",733,"$3,653,539.00 ",38,38,"$375,903.00 ",38,"$183,748.00 "
298400,UNIVERSITY OF NORTH AT CAROLINA WILMINGTON (THE),NC,284033297,Public,"3,971","3,998","$17,037,377.00 ","3,998","$8,709,784.00 ","4,485","4,705","$18,162,795.00 ","4,705","$9,143,298.00 ",830,850,"$12,772,468.00 ",850,"$6,561,860.00 ",731,752,"$11,852,882.00 ",752,"$6,085,429.00 ",46,48,"$462,766.00 ",48,"$221,445.00 "
298500,WINGATE UNIVERSITY,NC,281740159,Private-Nonprofit,"1,110","1,131","$4,915,177.00 ","1,131","$2,489,424.00 ","1,214","1,339","$3,942,027.00 ","1,339","$2,009,706.00 ",561,563,"$13,151,793.00 ",563,"$6,457,832.00 ",364,367,"$4,906,111.00 ",367,"$2,502,291.00 ",337,344,"$7,311,274.00 ",344,"$2,799,383.00 "
298600,WINSTON-SALEM STATE UNIVERSITY,NC,271100001,Public,"2,656","2,687","$10,993,746.00 ","2,687","$5,575,637.00 ","2,624","3,027","$8,938,950.00 ","3,027","$4,529,204.00 ",242,247,"$3,089,854.00 ",265,"$1,598,255.00 ",629,654,"$6,163,229.00 ",655,"$3,091,506.00 ",12,13,"$52,683.00 ",13,"$26,344.00 "
298800,BISMARCK STATE COLLEGE,ND,585011299,Public,398,398,"$1,427,204.00 ",398,"$716,486.00 ",740,742,"$4,069,504.00 ",742,"$2,064,247.00 ",-,-, -,-, -,5,5,"$39,837.00 ",5,"$19,918.00 ",-,-, -,-, -
298900,DICKINSON STATE UNIVERSITY,ND,586014896,Public,266,272,"$1,085,600.00 ",272,"$563,800.00 ",363,395,"$1,869,683.00 ",395,"$960,546.00 ",10,10,"$129,011.00 ",10,"$64,506.00 ",14,14,"$157,360.00 ",14,"$80,178.00 ",-,-, -,-, -
299000,UNIVERSITY OF JAMESTOWN,ND,584053401,Private-Nonprofit,387,387,"$1,619,512.00 ",387,"$815,313.00 ",540,555,"$2,187,772.00 ",555,"$1,100,147.00 ",130,130,"$2,366,439.00 ",130,"$922,312.00 ",64,67,"$782,474.00 ",67,"$407,432.00 ",25,26,"$462,286.00 ",26,"$180,726.00 "
299100,LAKE REGION STATE COLLEGE,ND,583011598,Public,141,141,"$488,389.00 ",141,"$252,189.00 ",184,209,"$888,595.00 ",209,"$458,662.00 ",-,-, -,-, -,5,5,"$49,017.00 ",5,"$24,508.00 ",-,-, -,-, -
299200,UNIVERSITY OF MARY,ND,585049652,Private-Nonprofit,605,605,"$2,659,344.00 ",605,"$1,320,760.00 ",734,740,"$3,057,313.00 ",740,"$1,459,599.00 ",317,320,"$5,795,243.00 ",338,"$2,615,400.00 ",38,39,"$491,034.00 ",39,"$274,689.00 ",25,25,"$322,149.00 ",25,"$164,473.00 "
299300,MAYVILLE STATE UNIVERSITY,ND,582571299,Public,315,321,"$1,277,599.00 ",321,"$680,052.00 ",365,390,"$1,851,147.00 ",390,"$991,246.00 ",4,5,"$41,602.00 ",5,"$24,227.00 ",14,14,"$136,072.00 ",14,"$68,038.00 ",-,-, -,-, -
299400,MINOT STATE UNIVERSITY,ND,587070001,Public,591,600,"$2,402,523.00 ",600,"$1,226,119.00 ",815,840,"$4,183,856.00 ",840,"$2,153,455.00 ",68,72,"$874,033.00 ",72,"$439,980.00 ",14,15,"$139,201.00 ",15,"$74,673.00 ",-,-, -,-, -
299500,DAKOTA COLLEGE AT BOTTINEAU,ND,583181159,Public,122,122,"$447,400.00 ",122,"$223,696.00 ",151,162,"$820,788.00 ",162,"$409,712.00 ",-,-, -,-, -,4,4,"$35,890.00 ",4,"$18,195.00 ",-,-, -,-, -
299600,NORTH DAKOTA STATE COLLEGE OF SCIENCE,ND,580760002,Public,510,511,"$1,750,337.00 ",511,"$889,533.00 ",744,809,"$3,299,973.00 ",809,"$1,660,179.00 ",-,-, -,-, -,23,24,"$245,000.00 ",24,"$122,498.00 ",-,-, -,-, -
299700,NORTH DAKOTA STATE UNIVERSITY - FARGO,ND,581020000,Public,"2,904","2,919","$12,138,227.00 ","2,919","$6,307,062.00 ","4,236","4,352","$18,623,321.00 ","4,352","$9,660,288.00 ",456,473,"$8,929,254.00 ",473,"$4,526,898.00 ",163,170,"$2,128,098.00 ",170,"$1,100,175.00 ",5,5,"$60,573.00 ",5,"$35,707.00 "
300500,UNIVERSITY OF NORTH DAKOTA,ND,582028193,Public,"2,301","2,313","$9,748,943.00 ","2,313","$5,003,127.00 ","3,221","3,339","$15,807,314.00 ","3,339","$8,060,288.00 ","1,425","1,456","$27,447,089.00 ","1,456","$13,034,330.00 ",154,155,"$2,865,399.00 ",155,"$1,567,349.00 ",144,151,"$2,069,563.00 ",151,"$983,747.00 "
300700,WILLISTON STATE COLLEGE,ND,588014464,Public,87,87,"$321,714.00 ",87,"$164,598.00 ",104,104,"$553,555.00 ",104,"$284,422.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
300800,VALLEY CITY STATE UNIVERSITY,ND,580720000,Public,276,277,"$1,132,240.00 ",277,"$600,122.00 ",423,437,"$2,138,166.00 ",437,"$1,110,400.00 ",34,36,"$293,818.00 ",36,"$154,860.00 ",11,11,"$111,006.00 ",11,"$55,503.00 ",-,-, -,-, -
301000,ANTIOCH UNIVERSITY,OH,453871608,Private-Nonprofit,161,167,"$675,741.00 ",195,"$309,332.00 ",160,165,"$893,589.00 ",193,"$423,144.00 ","1,264","1,344","$21,348,068.00 ","1,632","$11,887,014.00 ",1,1,"$18,000.00 ",1,"$6,000.00 ",416,444,"$7,203,030.00 ",542,"$3,643,977.00 "
301100,ART ACADEMY OF CINCINNATI,OH,452027106,Private-Nonprofit,148,148,"$620,107.00 ",148,"$310,611.00 ",152,162,"$518,717.00 ",162,"$261,972.00 ",-,-, -,-, -,40,42,"$749,868.00 ",42,"$374,935.00 ",-,-, -,-, -
301200,ASHLAND UNIVERSITY,OH,448053799,Private-Nonprofit,"1,108","1,110","$4,676,193.00 ","1,110","$2,552,716.00 ","1,345","1,414","$5,232,504.00 ","1,414","$2,847,750.00 ",409,425,"$4,355,323.00 ",425,"$2,860,388.00 ",206,214,"$2,714,907.00 ",214,"$1,416,688.00 ",20,22,"$243,982.00 ",22,"$146,125.00 "
301400,BALDWIN WALLACE UNIVERSITY,OH,440172088,Private-Nonprofit,"1,254","1,257","$5,644,478.00 ","1,257","$2,872,719.00 ","1,454","1,487","$4,955,149.00 ","1,487","$2,516,397.00 ",68,68,"$1,185,811.00 ",68,"$614,338.00 ",328,329,"$5,727,359.00 ",329,"$2,918,197.00 ",18,18,"$238,835.00 ",18,"$124,227.00 "
301600,BLUFFTON UNIVERSITY,OH,458172104,Private-Nonprofit,414,415,"$1,731,077.00 ",415,"$879,304.00 ",466,506,"$1,689,237.00 ",506,"$867,696.00 ",12,12,"$118,472.00 ",12,"$62,815.00 ",112,112,"$1,429,273.00 ",112,"$731,216.00 ",-,-, -,-, -
301800,BOWLING GREEN STATE UNIVERSITY,OH,434030001,Public,"5,749","5,753","$23,565,798.00 ","5,772","$12,057,669.00 ","7,294","7,683","$28,992,626.00 ","7,722","$14,837,429.00 ",971,973,"$14,958,433.00 ",982,"$7,444,970.00 ","1,706","1,710","$24,648,291.00 ","1,724","$12,691,743.00 ",34,34,"$290,057.00 ",34,"$149,265.00 "
302300,CAPITAL UNIVERSITY,OH,432092394,Private-Nonprofit,"1,025","1,025","$4,606,661.00 ","1,036","$2,319,553.00 ","1,183","1,183","$4,237,176.00 ","1,210","$2,145,125.00 ",249,249,"$4,451,387.00 ",254,"$2,235,537.00 ",237,237,"$3,950,478.00 ",243,"$2,001,356.00 ",116,116,"$2,127,296.00 ",123,"$1,107,855.00 "
302400,CASE WESTERN RESERVE UNIVERSITY,OH,441067049,Private-Nonprofit,"1,192","1,197","$5,139,623.00 ","1,197","$2,606,623.00 ","1,284","1,320","$4,358,934.00 ","1,320","$2,219,959.00 ","1,658","2,314","$45,054,000.00 ","2,377","$23,341,845.00 ",233,242,"$5,002,088.00 ",242,"$2,728,420.00 ","1,497","1,601","$41,065,438.00 ","1,624","$27,692,020.00 "
302500,CEDARVILLE UNIVERSITY,OH,453148564,Private-Nonprofit,"1,250","1,253","$5,436,480.00 ","1,253","$2,756,211.00 ","1,231","1,255","$4,138,691.00 ","1,255","$2,076,371.00 ",170,170,"$4,009,013.00 ",170,"$2,032,097.00 ",381,382,"$7,112,258.00 ",382,"$3,707,463.00 ",60,60,"$699,934.00 ",60,"$369,782.00 "
302600,CENTRAL STATE UNIVERSITY,OH,453841004,Public,777,777,"$3,189,619.00 ",777,"$1,596,655.00 ",776,789,"$2,771,096.00 ",789,"$1,387,227.00 ",-,-, -,-, -,105,105,"$1,008,960.00 ",105,"$504,424.00 ",-,-, -,-, -
303000,OHIO CHRISTIAN UNIVERSITY,OH,431139487,Private-Nonprofit,409,410,"$1,411,588.00 ",650,"$904,148.00 ",477,486,"$1,748,443.00 ",742,"$1,255,670.00 ",16,16,"$129,213.00 ",32,"$129,213.00 ",57,57,"$684,363.00 ",79,"$348,081.00 ",-,-, -,-, -
303100,THE CLEVELAND INSTITUTE OF MUSIC,OH,441061776,Private-Nonprofit,67,67,"$295,001.00 ",67,"$148,874.00 ",81,81,"$288,497.00 ",81,"$146,736.00 ",34,34,"$665,900.00 ",34,"$332,950.00 ",14,14,"$366,225.00 ",14,"$183,110.00 ",4,4,"$56,514.00 ",4,"$28,256.00 "
303200,CLEVELAND STATE UNIVERSITY,OH,441152214,Public,"4,010","4,048","$17,237,313.00 ","4,048","$8,886,326.00 ","4,056","4,204","$17,708,165.00 ","4,204","$9,248,154.00 ","1,554","1,611","$27,644,691.00 ","1,611","$14,036,765.00 ",385,399,"$5,521,370.00 ",399,"$2,826,972.00 ",247,256,"$4,361,810.00 ",256,"$2,219,298.00 "
303300,MOUNT ST. JOSEPH UNIVERSITY,OH,452331670,Private-Nonprofit,429,431,"$1,898,907.00 ",431,"$968,975.00 ",552,587,"$2,226,491.00 ",590,"$1,132,301.00 ",143,143,"$2,644,235.00 ",143,"$1,340,533.00 ",114,114,"$1,597,426.00 ",116,"$836,349.00 ",57,59,"$666,927.00 ",61,"$391,588.00 "
303500,OHIO DOMINICAN UNIVERSITY,OH,432192099,Private-Nonprofit,479,479,"$1,986,489.00 ",479,"$1,023,822.00 ",575,575,"$2,231,151.00 ",575,"$1,168,433.00 ",129,129,"$1,565,012.00 ",129,"$933,379.00 ",134,134,"$1,923,574.00 ",134,"$1,020,863.00 ",50,50,"$683,080.00 ",50,"$504,900.00 "
303600,FRANCISCAN UNIVERSITY OF STEUBENVILLE,OH,439521763,Private-Nonprofit,792,792,"$3,549,088.00 ",792,"$1,793,312.00 ",992,"1,006","$3,814,449.00 ","1,006","$1,923,175.00 ",78,78,"$1,057,803.00 ",78,"$541,293.00 ",83,83,"$1,241,595.00 ",83,"$636,646.00 ",5,5,"$39,027.00 ",5,"$19,514.00 "
303700,COLLEGE OF WOOSTER (THE),OH,446912363,Private-Nonprofit,669,669,"$2,964,586.00 ",669,"$1,483,342.00 ",760,760,"$2,482,778.00 ",760,"$1,246,184.00 ",-,-, -,-, -,154,155,"$2,991,989.00 ",155,"$1,492,558.00 ",-,-, -,-, -
303900,COLUMBUS COLLEGE OF ART & DESIGN,OH,432151758,Private-Nonprofit,593,594,"$2,606,820.00 ",594,"$1,326,225.00 ",641,691,"$2,238,467.00 ",691,"$1,137,830.00 ",17,17,"$348,500.00 ",17,"$174,250.00 ",283,287,"$4,971,836.00 ",287,"$2,492,023.00 ",12,12,"$165,832.00 ",12,"$82,917.00 "
304000,CUYAHOGA COMMUNITY COLLEGE,OH,441152878,Public,584,610,"$1,810,595.00 ",610,"$781,074.00 ",623,691,"$2,383,469.00 ",691,"$1,041,688.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
304100,DEFIANCE COLLEGE,OH,435121695,Private-Nonprofit,374,374,"$1,516,501.00 ",374,"$766,709.00 ",395,442,"$1,327,365.00 ",442,"$662,532.00 ",9,9,"$138,796.00 ",9,"$69,398.00 ",120,120,"$1,655,524.00 ",120,"$852,283.00 ",-,-, -,-, -
304200,DENISON UNIVERSITY,OH,430231329,Private-Nonprofit,685,686,"$3,074,160.00 ",686,"$1,549,792.00 ",751,765,"$2,402,416.00 ",765,"$1,207,212.00 ",-,-, -,-, -,119,119,"$3,023,441.00 ",119,"$1,555,580.00 ",-,-, -,-, -
304500,UNIVERSITY OF FINDLAY,OH,458403695,Private-Nonprofit,918,918,"$3,970,152.00 ",919,"$1,973,018.00 ","1,099","1,139","$4,132,368.00 ","1,140","$2,045,960.00 ",530,530,"$9,706,731.00 ",531,"$3,768,754.00 ",245,247,"$4,103,718.00 ",249,"$2,147,285.00 ",209,209,"$5,368,020.00 ",210,"$2,310,329.00 "
304600,FRANKLIN UNIVERSITY,OH,432155399,Private-Nonprofit,523,524,"$2,374,042.00 ",524,"$612,482.00 ",512,518,"$3,247,138.00 ",518,"$847,343.00 ",185,185,"$3,128,007.00 ",185,"$844,027.00 ",5,5,"$63,412.00 ",5,"$15,859.00 ",31,31,"$384,434.00 ",31,"$112,899.00 "
304800,HEIDELBERG UNIVERSITY,OH,448832462,Private-Nonprofit,604,605,"$2,682,483.00 ",605,"$1,347,356.00 ",740,768,"$2,525,977.00 ",768,"$1,279,550.00 ",43,45,"$305,750.00 ",45,"$305,750.00 ",194,199,"$2,700,102.00 ",199,"$1,373,040.00 ",1,1,"$4,372.00 ",1,"$4,372.00 "
304900,HIRAM COLLEGE,OH,442341808,Private-Nonprofit,486,490,"$2,219,711.00 ",490,"$1,097,426.00 ",524,571,"$1,761,037.00 ",571,"$866,241.00 ",1,1,"$9,500.00 ",1,"$4,750.00 ",101,101,"$1,234,618.00 ",101,"$641,784.00 ",-,-, -,-, -
